year,state,type,length,tuition,room_board,total_cost
2016,Missouri,Public In-State,4-year,8178.0,9240.0,17418
2016,Missouri,Public Out-of-State,2-year,5814.0,0.0,5814
2016,Missouri,Public Out-of-State,4-year,19860.0,9240.0,29100
2016,Montana,Private,4-year,22961.0,8278.0,31239
2016,Montana,Public In-State,2-year,3310.0,0.0,3310
2016,Montana,Public In-State,4-year,6443.0,8411.0,14854
2016,Montana,Public Out-of-State,2-year,9177.0,0.0,9177
2016,Montana,Public Out-of-State,4-year,22145.0,8411.0,30556
2016,Nebraska,Private,4-year,21641.0,8233.0,29874
2016,Nebraska,Public In-State,2-year,2852.0,0.0,2852
2016,Nebraska,Public In-State,4-year,7446.0,9315.0,16761
2016,Nebraska,Public Out-of-State,2-year,3910.0,0.0,3910
2016,Nebraska,Public Out-of-State,4-year,18651.0,9315.0,27966
2016,Nevada,Private,4-year,18827.0,13475.0,32302
2016,Nevada,Public In-State,2-year,2805.0,0.0,2805
2016,Nevada,Public In-State,4-year,5298.0,10272.0,15570
2016,Nevada,Public Out-of-State,2-year,9450.0,0.0,9450
2016,Nevada,Public Out-of-State,4-year,20355.0,10272.0,30627
2016,New Hampshire,Private,4-year,31979.0,12966.0,44945
2016,New Hampshire,Public In-State,2-year,6999.0,0.0,6999
2016,New Hampshire,Public In-State,4-year,14986.0,11022.0,26008
2016,New Hampshire,Public Out-of-State,2-year,15204.0,0.0,15204
2016,New Hampshire,Public Out-of-State,4-year,26795.0,11022.0,37817
2016,New Jersey,Private,4-year,34040.0,12795.0,46835
2016,New Jersey,Public In-State,2-year,4223.0,0.0,4223
2016,New Jersey,Public In-State,4-year,13021.0,12523.0,25544
2016,New Jersey,Public Out-of-State,2-year,7462.0,0.0,7462
2016,New Jersey,Public Out-of-State,4-year,27358.0,12523.0,39881
2016,New Mexico,Private,4-year,20532.0,9864.0,30396
2016,New Mexico,Public In-State,2-year,1553.0,0.0,1553
2016,New Mexico,Public In-State,4-year,6262.0,8767.0,15029
2016,New Mexico,Public Out-of-State,2-year,4909.0,0.0,4909
2016,New Mexico,Public Out-of-State,4-year,15842.0,8767.0,24609
2016,New York,Private,4-year,36361.0,13935.0,50296
2016,New York,Public In-State,2-year,4969.0,0.0,4969
2016,New York,Public In-State,4-year,7647.0,13843.0,21490
2016,New York,Public Out-of-State,2-year,8756.0,0.0,8756
2016,New York,Public Out-of-State,4-year,20305.0,13843.0,34148
2016,North Carolina,Private,4-year,29307.0,11225.0,40532
2016,North Carolina,Public In-State,2-year,2391.0,0.0,2391
2016,North Carolina,Public In-State,4-year,6944.0,9421.0,16365
2016,North Carolina,Public Out-of-State,2-year,8300.0,0.0,8300
2016,North Carolina,Public Out-of-State,4-year,23309.0,9421.0,32730
2016,North Dakota,Private,4-year,13883.0,6220.0,20103
2016,North Dakota,Public In-State,2-year,4506.0,0.0,4506
2016,North Dakota,Public In-State,4-year,7208.0,7639.0,14847
2016,North Dakota,Public Out-of-State,2-year,8719.0,0.0,8719
2016,North Dakota,Public Out-of-State,4-year,17727.0,7639.0,25366
2016,Ohio,Private,4-year,28953.0,10496.0,39449
2016,Ohio,Public In-State,2-year,3642.0,0.0,3642
2016,Ohio,Public In-State,4-year,9757.0,11174.0,20931
2016,Ohio,Public Out-of-State,2-year,7738.0,0.0,7738
2016,Ohio,Public Out-of-State,4-year,23179.0,11174.0,34353
2016,Oklahoma,Private,4-year,23658.0,8645.0,32303
2016,Oklahoma,Public In-State,2-year,3349.0,0.0,3349
2016,Oklahoma,Public In-State,4-year,6680.0,7998.0,14678
2016,Oklahoma,Public Out-of-State,2-year,8019.0,0.0,8019
2016,Oklahoma,Public Out-of-State,4-year,18458.0,7998.0,26456
2016,Oregon,Private,4-year,35034.0,11228.0,46262
2016,Oregon,Public In-State,2-year,4148.0,0.0,4148
2016,Oregon,Public In-State,4-year,9406.0,11110.0,20516
2016,Oregon,Public Out-of-State,2-year,7874.0,0.0,7874
2016,Oregon,Public Out-of-State,4-year,28676.0,11110.0,39786
2016,Pennsylvania,Private,4-year,37237.0,12658.0,49895
2016,Pennsylvania,Public In-State,2-year,4791.0,0.0,4791
2016,Pennsylvania,Public In-State,4-year,13516.0,10719.0,24235
2016,Pennsylvania,Public Out-of-State,2-year,11801.0,0.0,11801
2016,Pennsylvania,Public Out-of-State,4-year,25367.0,10719.0,36086
2016,Rhode Island,Private,4-year,37406.0,13647.0,51053
2016,Rhode Island,Public In-State,2-year,4266.0,0.0,4266
2016,Rhode Island,Public In-State,4-year,11321.0,11401.0,22722
2016,Rhode Island,Public Out-of-State,2-year,11496.0,0.0,11496
2016,Rhode Island,Public Out-of-State,4-year,27967.0,11401.0,39368
2016,South Carolina,Private,4-year,23167.0,8942.0,32109
2016,South Carolina,Public In-State,2-year,4219.0,0.0,4219
2016,South Carolina,Public In-State,4-year,11791.0,9359.0,21150
2016,South Carolina,Public Out-of-State,2-year,8510.0,0.0,8510
2016,South Carolina,Public Out-of-State,4-year,28702.0,9359.0,38061
2016,South Dakota,Private,4-year,22164.0,7611.0,29775
2016,South Dakota,Public In-State,2-year,5419.0,0.0,5419
2016,South Dakota,Public In-State,4-year,8273.0,7834.0,16107
2016,South Dakota,Public Out-of-State,2-year,5253.0,0.0,5253
2016,South Dakota,Public Out-of-State,4-year,11592.0,7834.0,19426
2016,Tennessee,Private,4-year,25053.0,9567.0,34620
2016,Tennessee,Public In-State,2-year,3940.0,0.0,3940
2016,Tennessee,Public In-State,4-year,8932.0,8803.0,17735
2016,Tennessee,Public Out-of-State,2-year,15346.0,0.0,15346
2016,Tennessee,Public Out-of-State,4-year,24554.0,8803.0,33357
2016,Texas,Private,4-year,28880.0,10734.0,39614
2016,Texas,Public In-State,2-year,2017.0,0.0,2017
2016,Texas,Public In-State,4-year,8091.0,9304.0,17395
2016,Texas,Public Out-of-State,2-year,5502.0,0.0,5502
2016,Texas,Public Out-of-State,4-year,21677.0,9304.0,30981
2016,Utah,Private,4-year,7571.0,7651.0,15222
2016,Utah,Public In-State,2-year,3569.0,0.0,3569
2016,Utah,Public In-State,4-year,6140.0,7204.0,13344
2016,Utah,Public Out-of-State,2-year,11337.0,0.0,11337
2016,Utah,Public Out-of-State,4-year,18501.0,7204.0,25705
2016,Vermont,Private,4-year,39518.0,12345.0,51863
2016,Vermont,Public In-State,2-year,6054.0,0.0,6054
2016,Vermont,Public In-State,4-year,15062.0,10848.0,25910
2016,Vermont,Public Out-of-State,2-year,11958.0,0.0,11958
2016,Vermont,Public Out-of-State,4-year,36475.0,10848.0,47323
2016,Virginia,Private,4-year,21016.0,9901.0,30917
2016,Virginia,Public In-State,2-year,4793.0,0.0,4793
2016,Virginia,Public In-State,4-year,11669.0,10220.0,21889
2016,Virginia,Public Out-of-State,2-year,10867.0,0.0,10867
2016,Virginia,Public Out-of-State,4-year,31559.0,10220.0,41779
2016,Washington,Private,4-year,34412.0,11058.0,45470
2016,Washington,Public In-State,2-year,3771.0,0.0,3771
2016,Washington,Public In-State,4-year,7782.0,10883.0,18665
2016,Washington,Public Out-of-State,2-year,6565.0,0.0,6565
2016,Washington,Public Out-of-State,4-year,28849.0,10883.0,39732
2016,West Virginia,Private,4-year,11721.0,8465.0,20186
2016,West Virginia,Public In-State,2-year,3825.0,0.0,3825
2016,West Virginia,Public In-State,4-year,6900.0,9527.0,16427
2016,West Virginia,Public Out-of-State,2-year,9077.0,0.0,9077
2016,West Virginia,Public Out-of-State,4-year,18833.0,9527.0,28360
2016,Wisconsin,Private,4-year,29777.0,9586.0,39363
2016,Wisconsin,Public In-State,2-year,4382.0,0.0,4382
2016,Wisconsin,Public In-State,4-year,8504.0,7690.0,16194
2016,Wisconsin,Public Out-of-State,2-year,7336.0,0.0,7336
2016,Wisconsin,Public Out-of-State,4-year,21327.0,7690.0,29017
2016,Wyoming,Private,4-year,18021.0,0.0,18021
2016,Wyoming,Public In-State,2-year,2788.0,0.0,2788
2016,Wyoming,Public In-State,4-year,4178.0,9764.0,13942
2016,Wyoming,Public Out-of-State,2-year,6733.0,0.0,6733
2016,Wyoming,Public Out-of-State,4-year,12770.0,9764.0,22534
2017,Alabama,Private,4-year,15422.0,9288.0,24710
2017,Alabama,Public In-State,2-year,4362.0,0.0,4362
2017,Alabama,Public In-State,4-year,9466.0,9586.0,19052
2017,Alabama,Public Out-of-State,2-year,9075.0,0.0,9075
2017,Alabama,Public Out-of-State,4-year,24000.0,9586.0,33586
2017,Alaska,Private,4-year,18876.0,7255.0,26131
2017,Alaska,Public In-State,2-year,3820.0,0.0,3820
2017,Alaska,Public In-State,4-year,7210.0,10160.0,17370
2017,Alaska,Public Out-of-State,2-year,3820.0,0.0,3820
2017,Alaska,Public Out-of-State,4-year,21431.0,10160.0,31591
2017,Arizona,Private,4-year,13140.0,9419.0,22559
2017,Arizona,Public In-State,2-year,2129.0,0.0,2129
2017,Arizona,Public In-State,4-year,10057.0,11434.0,21491
2017,Arizona,Public Out-of-State,2-year,7931.0,0.0,7931
2017,Arizona,Public Out-of-State,4-year,25061.0,11434.0,36495
2017,Arkansas,Private,4-year,21710.0,8094.0,29804
2017,Arkansas,Public In-State,2-year,3195.0,0.0,3195
2017,Arkansas,Public In-State,4-year,7924.0,8947.0,16871
2017,Arkansas,Public Out-of-State,2-year,4582.0,0.0,4582
2017,Arkansas,Public Out-of-State,4-year,19323.0,8947.0,28270
2017,California,Private,4-year,31495.0,13227.0,44722
2017,California,Public In-State,2-year,1262.0,0.0,1262
2017,California,Public In-State,4-year,7896.0,13459.0,21355
2017,California,Public Out-of-State,2-year,7120.0,0.0,7120
2017,California,Public Out-of-State,4-year,28253.0,13459.0,41712
2017,Colorado,Private,4-year,22627.0,11710.0,34337
2017,Colorado,Public In-State,2-year,3565.0,0.0,3565
2017,Colorado,Public In-State,4-year,9352.0,11591.0,20943
2017,Colorado,Public Out-of-State,2-year,10152.0,0.0,10152
2017,Colorado,Public Out-of-State,4-year,28986.0,11591.0,40577
2017,Connecticut,Private,4-year,38975.0,14223.0,53198
2017,Connecticut,Public In-State,2-year,4189.0,0.0,4189
2017,Connecticut,Public In-State,4-year,11726.0,12448.0,24174
2017,Connecticut,Public Out-of-State,2-year,12528.0,0.0,12528
2017,Connecticut,Public Out-of-State,4-year,32836.0,12448.0,45284
2017,Delaware,Private,4-year,14383.0,11613.0,25996
2017,Delaware,Public In-State,4-year,9578.0,12121.0,21699
2017,Delaware,Public Out-of-State,4-year,28497.0,12121.0,40618
2017,District of Columbia,Private,4-year,40618.0,15051.0,55669
2017,District of Columbia,Public In-State,4-year,5612.0,0.0,5612
2017,District of Columbia,Public Out-of-State,4-year,11756.0,0.0,11756
2017,Florida,Private,4-year,24360.0,11515.0,35875
2017,Florida,Public In-State,2-year,2552.0,0.0,2552
2017,Florida,Public In-State,4-year,4435.0,10371.0,14806
2017,Florida,Public Out-of-State,2-year,9122.0,0.0,9122
2017,Florida,Public Out-of-State,4-year,18304.0,10371.0,28675
2017,Georgia,Private,4-year,27220.0,11897.0,39117
2017,Georgia,Public In-State,2-year,2895.0,0.0,2895
2017,Georgia,Public In-State,4-year,7010.0,10343.0,17353
2017,Georgia,Public Out-of-State,2-year,7958.0,0.0,7958
2017,Georgia,Public Out-of-State,4-year,21377.0,10343.0,31720
2017,Hawaii,Private,4-year,15949.0,12443.0,28392
2017,Hawaii,Public In-State,2-year,3080.0,0.0,3080
2017,Hawaii,Public In-State,4-year,9712.0,11304.0,21016
2017,Hawaii,Public Out-of-State,2-year,8216.0,0.0,8216
2017,Hawaii,Public Out-of-State,4-year,30929.0,11304.0,42233
2017,Idaho,Private,4-year,5925.0,7085.0,13010
2017,Idaho,Public In-State,2-year,3227.0,0.0,3227
2017,Idaho,Public In-State,4-year,7005.0,7452.0,14457
2017,Idaho,Public Out-of-State,2-year,7589.0,0.0,7589
2017,Idaho,Public Out-of-State,4-year,21370.0,7452.0,28822
2017,Illinois,Private,4-year,31298.0,12084.0,43382
2017,Illinois,Public In-State,2-year,3749.0,0.0,3749
2017,Illinois,Public In-State,4-year,13636.0,10905.0,24541
2017,Illinois,Public Out-of-State,2-year,10748.0,0.0,10748
2017,Illinois,Public Out-of-State,4-year,28167.0,10905.0,39072
2017,Indiana,Private,4-year,30926.0,10922.0,41848
2017,Indiana,Public In-State,2-year,4175.0,0.0,4175
2017,Indiana,Public In-State,4-year,8876.0,10124.0,19000
2017,Indiana,Public Out-of-State,2-year,8052.0,0.0,8052
2017,Indiana,Public Out-of-State,4-year,28315.0,10124.0,38439
2017,Iowa,Private,4-year,26742.0,9039.0,35781
2017,Iowa,Public In-State,2-year,4791.0,0.0,4791
2017,Iowa,Public In-State,4-year,8361.0,9243.0,17604
2017,Iowa,Public Out-of-State,2-year,6406.0,0.0,6406
2017,Iowa,Public Out-of-State,4-year,24912.0,9243.0,34155
2017,Kansas,Private,4-year,20291.0,8455.0,28746
2017,Kansas,Public In-State,2-year,3222.0,0.0,3222
2017,Kansas,Public In-State,4-year,8489.0,9072.0,17561
2017,Kansas,Public Out-of-State,2-year,4548.0,0.0,4548
2017,Kansas,Public Out-of-State,4-year,22000.0,9072.0,31072
2017,Kentucky,Private,4-year,25845.0,9049.0,34894
2017,Kentucky,Public In-State,2-year,3962.0,0.0,3962
2017,Kentucky,Public In-State,4-year,10014.0,9659.0,19673
2017,Kentucky,Public Out-of-State,2-year,13321.0,0.0,13321
2017,Kentucky,Public Out-of-State,4-year,23539.0,9659.0,33198
2017,Louisiana,Private,4-year,35190.0,12369.0,47559
2017,Louisiana,Public In-State,2-year,4031.0,0.0,4031
2017,Louisiana,Public In-State,4-year,8813.0,9506.0,18319
2017,Louisiana,Public Out-of-State,2-year,6496.0,0.0,6496
2017,Louisiana,Public Out-of-State,4-year,22771.0,9506.0,32277
2017,Maine,Private,4-year,35547.0,12560.0,48107
2017,Maine,Public In-State,2-year,3673.0,0.0,3673
2017,Maine,Public In-State,4-year,9219.0,9854.0,19073
2017,Maine,Public Out-of-State,2-year,6494.0,0.0,6494
2017,Maine,Public Out-of-State,4-year,26004.0,9854.0,35858
2017,Maryland,Private,4-year,40209.0,13566.0,53775
2017,Maryland,Public In-State,2-year,3983.0,0.0,3983
2017,Maryland,Public In-State,4-year,9083.0,11564.0,20647
2017,Maryland,Public Out-of-State,2-year,9170.0,0.0,9170
2017,Maryland,Public Out-of-State,4-year,22437.0,11564.0,34001
2017,Massachusetts,Private,4-year,42655.0,14708.0,57363
2017,Massachusetts,Public In-State,2-year,4785.0,0.0,4785
2017,Massachusetts,Public In-State,4-year,12331.0,12142.0,24473
2017,Massachusetts,Public Out-of-State,2-year,9785.0,0.0,9785
2017,Massachusetts,Public Out-of-State,4-year,28740.0,12142.0,40882
2017,Michigan,Private,4-year,24058.0,9440.0,33498
2017,Michigan,Public In-State,2-year,3423.0,0.0,3423
2017,Michigan,Public In-State,4-year,11890.0,9942.0,21832
2017,Michigan,Public Out-of-State,2-year,6474.0,0.0,6474
2017,Michigan,Public Out-of-State,4-year,36714.0,9942.0,46656
2017,Minnesota,Private,4-year,30925.0,10014.0,40939
2017,Minnesota,Public In-State,2-year,5310.0,0.0,5310
2017,Minnesota,Public In-State,4-year,10883.0,8844.0,19727
2017,Minnesota,Public Out-of-State,2-year,6053.0,0.0,6053
2017,Minnesota,Public Out-of-State,4-year,19088.0,8844.0,27932
2017,Mississippi,Private,4-year,16949.0,7749.0,24698
2017,Mississippi,Public In-State,2-year,2830.0,0.0,2830
2017,Mississippi,Public In-State,4-year,7472.0,9372.0,16844
2017,Mississippi,Public Out-of-State,2-year,5176.0,0.0,5176
2017,Mississippi,Public Out-of-State,4-year,19138.0,9372.0,28510
2017,Missouri,Private,4-year,23702.0,9731.0,33433
2017,Missouri,Public In-State,2-year,3028.0,0.0,3028
2017,Missouri,Public In-State,4-year,8176.0,9463.0,17639
2017,Missouri,Public Out-of-State,2-year,5737.0,0.0,5737
2017,Missouri,Public Out-of-State,4-year,18940.0,9463.0,28403
2017,Montana,Private,4-year,23657.0,8718.0,32375
2017,Montana,Public In-State,2-year,3381.0,0.0,3381
2017,Montana,Public In-State,4-year,6503.0,8738.0,15241
2017,Montana,Public Out-of-State,2-year,8210.0,0.0,8210
2017,Montana,Public Out-of-State,4-year,22956.0,8738.0,31694
2017,Nebraska,Private,4-year,23109.0,9091.0,32200
2017,Nebraska,Public In-State,2-year,2991.0,0.0,2991
2017,Nebraska,Public In-State,4-year,7732.0,9647.0,17379
2017,Nebraska,Public Out-of-State,2-year,3941.0,0.0,3941
2017,Nebraska,Public Out-of-State,4-year,19483.0,9647.0,29130
2017,Nevada,Private,4-year,21423.0,13630.0,35053
2017,Nevada,Public In-State,2-year,2910.0,0.0,2910
2017,Nevada,Public In-State,4-year,5520.0,11625.0,17145
2017,Nevada,Public Out-of-State,2-year,9555.0,0.0,9555
2017,Nevada,Public Out-of-State,4-year,20672.0,11625.0,32297
2017,New Hampshire,Private,4-year,33235.0,13298.0,46533
2017,New Hampshire,Public In-State,2-year,7002.0,0.0,7002
2017,New Hampshire,Public In-State,4-year,15491.0,11477.0,26968
2017,New Hampshire,Public Out-of-State,2-year,15157.0,0.0,15157
2017,New Hampshire,Public Out-of-State,4-year,27201.0,11477.0,38678
2017,New Jersey,Private,4-year,35224.0,13215.0,48439
2017,New Jersey,Public In-State,2-year,4366.0,0.0,4366
2017,New Jersey,Public In-State,4-year,13297.0,12773.0,26070
2017,New Jersey,Public Out-of-State,2-year,7692.0,0.0,7692
2017,New Jersey,Public Out-of-State,4-year,28051.0,12773.0,40824
2017,New Mexico,Private,4-year,22535.0,9838.0,32373
2017,New Mexico,Public In-State,2-year,1590.0,0.0,1590
2017,New Mexico,Public In-State,4-year,6825.0,8704.0,15529
2017,New Mexico,Public Out-of-State,2-year,4749.0,0.0,4749
2017,New Mexico,Public Out-of-State,4-year,17272.0,8704.0,25976
2017,New York,Private,4-year,37580.0,14210.0,51790
2017,New York,Public In-State,2-year,5122.0,0.0,5122
2017,New York,Public In-State,4-year,7709.0,14042.0,21751
2017,New York,Public Out-of-State,2-year,8857.0,0.0,8857
2017,New York,Public Out-of-State,4-year,21454.0,14042.0,35496
2017,North Carolina,Private,4-year,30701.0,11611.0,42312
2017,North Carolina,Public In-State,2-year,2470.0,0.0,2470
2017,North Carolina,Public In-State,4-year,7218.0,9417.0,16635
2017,North Carolina,Public Out-of-State,2-year,8481.0,0.0,8481
2017,North Carolina,Public Out-of-State,4-year,23778.0,9417.0,33195
2017,North Dakota,Private,4-year,14290.0,6674.0,20964
2017,North Dakota,Public In-State,2-year,4562.0,0.0,4562
2017,North Dakota,Public In-State,4-year,7376.0,8011.0,15387
2017,North Dakota,Public Out-of-State,2-year,9484.0,0.0,9484
2017,North Dakota,Public Out-of-State,4-year,18288.0,8011.0,26299
2017,Ohio,Private,4-year,30296.0,10685.0,40981
2017,Ohio,Public In-State,2-year,3655.0,0.0,3655
2017,Ohio,Public In-State,4-year,9827.0,11133.0,20960
2017,Ohio,Public Out-of-State,2-year,5721.0,0.0,5721
2017,Ohio,Public Out-of-State,4-year,23434.0,11133.0,34567
2017,Oklahoma,Private,4-year,24776.0,9108.0,33884
2017,Oklahoma,Public In-State,2-year,3627.0,0.0,3627
2017,Oklahoma,Public In-State,4-year,7219.0,8536.0,15755
2017,Oklahoma,Public Out-of-State,2-year,8582.0,0.0,8582
2017,Oklahoma,Public Out-of-State,4-year,19174.0,8536.0,27710
2017,Oregon,Private,4-year,37088.0,11614.0,48702
2017,Oregon,Public In-State,2-year,4263.0,0.0,4263
2017,Oregon,Public In-State,4-year,9739.0,11585.0,21324
2017,Oregon,Public Out-of-State,2-year,8410.0,0.0,8410
2017,Oregon,Public Out-of-State,4-year,29330.0,11585.0,40915
2017,Pennsylvania,Private,4-year,39185.0,12947.0,52132
2017,Pennsylvania,Public In-State,2-year,5048.0,0.0,5048
2017,Pennsylvania,Public In-State,4-year,14068.0,11264.0,25332
2017,Pennsylvania,Public Out-of-State,2-year,12833.0,0.0,12833
2017,Pennsylvania,Public Out-of-State,4-year,26328.0,11264.0,37592
2017,Rhode Island,Private,4-year,38855.0,14018.0,52873
2017,Rhode Island,Public In-State,2-year,4266.0,0.0,4266
2017,Rhode Island,Public In-State,4-year,11386.0,11749.0,23135
2017,Rhode Island,Public Out-of-State,2-year,11496.0,0.0,11496
2017,Rhode Island,Public Out-of-State,4-year,27815.0,11749.0,39564
2017,South Carolina,Private,4-year,24523.0,9225.0,33748
2017,South Carolina,Public In-State,2-year,4418.0,0.0,4418
2017,South Carolina,Public In-State,4-year,12153.0,9355.0,21508
2017,South Carolina,Public Out-of-State,2-year,9730.0,0.0,9730
2017,South Carolina,Public Out-of-State,4-year,29888.0,9355.0,39243
2017,South Dakota,Private,4-year,23147.0,7779.0,30926
2017,South Dakota,Public In-State,2-year,5803.0,0.0,5803
2017,South Dakota,Public In-State,4-year,8301.0,7753.0,16054
2017,South Dakota,Public Out-of-State,2-year,5660.0,0.0,5660
2017,South Dakota,Public Out-of-State,4-year,11845.0,7753.0,19598
2017,Tennessee,Private,4-year,25985.0,9944.0,35929
2017,Tennessee,Public In-State,2-year,4048.0,0.0,4048
2017,Tennessee,Public In-State,4-year,9287.0,9053.0,18340
2017,Tennessee,Public Out-of-State,2-year,15540.0,0.0,15540
2017,Tennessee,Public Out-of-State,4-year,24802.0,9053.0,33855
2017,Texas,Private,4-year,31009.0,10970.0,41979
2017,Texas,Public In-State,2-year,2099.0,0.0,2099
2017,Texas,Public In-State,4-year,8375.0,9424.0,17799
2017,Texas,Public Out-of-State,2-year,6100.0,0.0,6100
2017,Texas,Public Out-of-State,4-year,23511.0,9424.0,32935
2017,Utah,Private,4-year,7445.0,7766.0,15211
2017,Utah,Public In-State,2-year,3690.0,0.0,3690
2017,Utah,Public In-State,4-year,6334.0,7376.0,13710
2017,Utah,Public Out-of-State,2-year,11728.0,0.0,11728
2017,Utah,Public Out-of-State,4-year,19407.0,7376.0,26783
2017,Vermont,Private,4-year,41063.0,12940.0,54003
2017,Vermont,Public In-State,2-year,6222.0,0.0,6222
2017,Vermont,Public In-State,4-year,15537.0,11249.0,26786
2017,Vermont,Public Out-of-State,2-year,12294.0,0.0,12294
2017,Vermont,Public Out-of-State,4-year,37991.0,11249.0,49240
2017,Virginia,Private,4-year,22286.0,10330.0,32616
2017,Virginia,Public In-State,2-year,4962.0,0.0,4962
2017,Virginia,Public In-State,4-year,12126.0,10442.0,22568
2017,Virginia,Public Out-of-State,2-year,11080.0,0.0,11080
2017,Virginia,Public Out-of-State,4-year,32250.0,10442.0,42692
2017,Washington,Private,4-year,35288.0,11458.0,46746
2017,Washington,Public In-State,2-year,3848.0,0.0,3848
2017,Washington,Public In-State,4-year,6903.0,11150.0,18053
2017,Washington,Public Out-of-State,2-year,6647.0,0.0,6647
2017,Washington,Public Out-of-State,4-year,28128.0,11150.0,39278
2017,West Virginia,Private,4-year,12206.0,8692.0,20898
2017,West Virginia,Public In-State,2-year,4009.0,0.0,4009
2017,West Virginia,Public In-State,4-year,7241.0,9855.0,17096
2017,West Virginia,Public Out-of-State,2-year,9241.0,0.0,9241
2017,West Virginia,Public Out-of-State,4-year,20030.0,9855.0,29885
2017,Wisconsin,Private,4-year,31662.0,9841.0,41503
2017,Wisconsin,Public In-State,2-year,4292.0,0.0,4292
2017,Wisconsin,Public In-State,4-year,8419.0,7827.0,16246
2017,Wisconsin,Public Out-of-State,2-year,6223.0,0.0,6223
2017,Wisconsin,Public Out-of-State,4-year,22574.0,7827.0,30401
2017,Wyoming,Private,4-year,18021.0,0.0,18021
2017,Wyoming,Public In-State,2-year,2987.0,0.0,2987
2017,Wyoming,Public In-State,4-year,4311.0,10043.0,14354
2017,Wyoming,Public Out-of-State,2-year,7292.0,0.0,7292
2017,Wyoming,Public Out-of-State,4-year,13239.0,10043.0,23282
2018,Alabama,Private,4-year,16321.0,9843.0,26164
2018,Alabama,Public In-State,2-year,4403.0,0.0,4403
2018,Alabama,Public In-State,4-year,9827.0,9846.0,19673
2018,Alabama,Public Out-of-State,2-year,9133.0,0.0,9133
2018,Alabama,Public Out-of-State,4-year,24939.0,9846.0,34785
2018,Alaska,Private,4-year,19360.0,7527.0,26887
2018,Alaska,Public In-State,4-year,7221.0,11152.0,18373
2018,Alaska,Public Out-of-State,4-year,21284.0,11152.0,32436
2018,Arizona,Private,4-year,13487.0,9451.0,22938
2018,Arizona,Public In-State,2-year,2152.0,0.0,2152
2018,Arizona,Public In-State,4-year,10557.0,12072.0,22629
2018,Arizona,Public Out-of-State,2-year,8067.0,0.0,8067
2018,Arizona,Public Out-of-State,4-year,26067.0,12072.0,38139
2018,Arkansas,Private,4-year,22610.0,8218.0,30828
2018,Arkansas,Public In-State,2-year,3291.0,0.0,3291
2018,Arkansas,Public In-State,4-year,8187.0,9292.0,17479
2018,Arkansas,Public Out-of-State,2-year,4762.0,0.0,4762
2018,Arkansas,Public Out-of-State,4-year,20061.0,9292.0,29353
2018,California,Private,4-year,33483.0,13927.0,47410
2018,California,Public In-State,2-year,1268.0,0.0,1268
2018,California,Public In-State,4-year,8020.0,14061.0,22081
2018,California,Public Out-of-State,2-year,7504.0,0.0,7504
2018,California,Public Out-of-State,4-year,29173.0,14061.0,43234
2018,Colorado,Private,4-year,22873.0,12280.0,35153
2018,Colorado,Public In-State,2-year,3638.0,0.0,3638
2018,Colorado,Public In-State,4-year,9540.0,11974.0,21514
2018,Colorado,Public Out-of-State,2-year,10354.0,0.0,10354
2018,Colorado,Public Out-of-State,4-year,29846.0,11974.0,41820
2018,Connecticut,Private,4-year,40410.0,14409.0,54819
2018,Connecticut,Public In-State,2-year,4312.0,0.0,4312
2018,Connecticut,Public In-State,4-year,12355.0,12827.0,25182
2018,Connecticut,Public Out-of-State,2-year,12879.0,0.0,12879
2018,Connecticut,Public Out-of-State,4-year,33741.0,12827.0,46568
2018,Delaware,Private,4-year,15096.0,11831.0,26927
2018,Delaware,Public In-State,4-year,9999.0,12372.0,22371
2018,Delaware,Public Out-of-State,4-year,29356.0,12372.0,41728
2018,District of Columbia,Private,4-year,41775.0,15835.0,57610
2018,District of Columbia,Public In-State,4-year,5756.0,0.0,5756
2018,District of Columbia,Public Out-of-State,4-year,12092.0,0.0,12092
2018,Florida,Private,4-year,25531.0,11804.0,37335
2018,Florida,Public In-State,2-year,2506.0,0.0,2506
2018,Florida,Public In-State,4-year,4455.0,10441.0,14896
2018,Florida,Public Out-of-State,2-year,9111.0,0.0,9111
2018,Florida,Public Out-of-State,4-year,18241.0,10441.0,28682
2018,Georgia,Private,4-year,27813.0,12600.0,40413
2018,Georgia,Public In-State,2-year,2901.0,0.0,2901
2018,Georgia,Public In-State,4-year,7206.0,10499.0,17705
2018,Georgia,Public Out-of-State,2-year,8090.0,0.0,8090
2018,Georgia,Public Out-of-State,4-year,21957.0,10499.0,32456
2018,Hawaii,Private,4-year,16447.0,12411.0,28858
2018,Hawaii,Public In-State,2-year,3080.0,0.0,3080
2018,Hawaii,Public In-State,4-year,9709.0,11492.0,21201
2018,Hawaii,Public Out-of-State,2-year,8216.0,0.0,8216
2018,Hawaii,Public Out-of-State,4-year,31019.0,11492.0,42511
2018,Idaho,Private,4-year,5833.0,7655.0,13488
2018,Idaho,Public In-State,2-year,3282.0,0.0,3282
2018,Idaho,Public In-State,4-year,7247.0,8208.0,15455
2018,Idaho,Public Out-of-State,2-year,7732.0,0.0,7732
2018,Idaho,Public Out-of-State,4-year,22601.0,8208.0,30809
2018,Illinois,Private,4-year,32491.0,12554.0,45045
2018,Illinois,Public In-State,2-year,3891.0,0.0,3891
2018,Illinois,Public In-State,4-year,13971.0,11118.0,25089
2018,Illinois,Public Out-of-State,2-year,10989.0,0.0,10989
